property_name,pType_id,tedadTabaghe,property_size,address,tedadKoleTabaghat,TabagheDarVahed,bedrooms,lowest_price,VaziatBana,Jahat,nama,KafPush,ServiceKitchen,garage,VorudiMoshtarak,long_desc,amenities_id,property_slug,property_code,property_status,rent,house_mortgage,property_thumbnail,short_desc,bathrooms,property_video,latitude,longitude,featured,hot,agent_id,status,foundation_size
171,1,0,194,بلوار فجر,,,4,6400000000,بتونی,شمالی,سنگ,پارکت,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1401/9/12)  ابراهیم پورنمازیان(1401/10/3)  با تسویه شهرداری  دو خواب همکف  دو خواب نیم طبقه بالا  دوبلکس هندی  معاوضه با منزل همکف و دو خواب نهایت تا سه میلیارد و دویست میلیون,6,171,171,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
172,2,0,232,فلکه بسیج,,,,1397880000,,شمالی,,,,,,کاغذ قیمت(مرتضی خانیان-1401/9/14)  معاوضه با خانه منتظری شمالی و تا حدود سه میلیارد و چهارصد,6,172,172,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
181,1,0,128,بلوار بهارستان,2,,3,2544000000,بتونی,جنوبی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1401/9/16)  نوساز  دوبلکس  با تسویه شهرداری  تراس بالا  دو خواب بالا  یک خواب پایین  حمام مستر در خواب طبقه پایین  کمد دیواری  شیرآلات,6,181,181,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
182,2,0,722, جلال آباد-جنب چاه منتظری-دو نبش,,,,7785265000,,شمالی غربی,,,,,,با کاغذ قیمت(مهدی محمدی1401/6/26)  زمین کشاورزی  درخت   آب چاه 15 دقیقه,6,182,182,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
183,5,0,93,خیابان شریعتی,,,,1628300000,,شمالی,,,,,,معرف و شماره تماس: میثم جلالی  با کاغذ قیمت(محسن صالحی-1401/5/24)  با تخفیف ویژه  اطلاعات ناقص,6,183,183,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
184,1,0,172,خیابان محمد رسول الله,2,,4,3330902000,بتونی,شمالی,اجرنما,موزاییک,فلز,1,1,کاغذ قیمت(ابراهیم پورنمازیان-1401/9/17)  کولر-پمپ-پرده  معاوضه با منزل همکف تا دو میلیارد و هشتصد میلیون  فروش نقدی تخفیف دارد  امتیازات دو واحدی  دو خواب همکف  دو خواب طبقه اول,6,184,184,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
185,1,0,175,بلوار اسرافیلیان,2,,2,3160000000,بتونی,جنوبی,اجرنما,موزاییک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1401/6/12)  با تسویه شهرداری  دو خواب طبقه بالا سرپله,6,185,185,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
187,1,0,112,بلوار بهارستان,2,,4,1890000000,بتونی,شرقی,سنگ,موزاییک,MDF,,1,با  کاغذ قیمت(1400/12/8مهدی خانیان)  11.47*9.80  با تسویه شهرداری  با پرده  تانک و پمپ,6,187,187,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
189,1,0,238,خیابان 17 شهریور,2,,3,5500000000,,شمالی,اجرنما,موزاییک,فلز,1,1,کاغذ قیمت(1400/9/30-ابراهیم پورنمازیان)  کولر و نرده  تسویه شهرداری,6,189,189,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
190,2,0,195,خیابان بزرگمهر,,,,3294000000,بتونی,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1401/9/17)  با تسویه شهرداری  معاوضه با منزل همکف  کولر  دو خواب بالا  یک خواب پایین  1 اتاق سرپله(انباری),6,190,190,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
192,1,0,46,خیابان شریعتی,,,,1991170000,بتونی,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(بهزاد سلیمانی-1401/9/7)  نیم طبقه پایین  1/5 طبقه  20سال ساخت  فروش نقدی با تخفیف  کمد-موکت-آیفون و تسویه شهرداری,6,192,192,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
195,1,0,160,بلوار جمهوری,2,,3,3700000000,اسکلت بتن,جنوبی,سنگ,سرامیک,MDF,1,1,بدون کاغذ قیمت  یک خواب بالا  دو خواب پایین  تسویه شهرداری  آبنما-کولرآبی وگازی-کمددیواری-شیرآلات  تانک و پمپ-آیفون تصویری  نوساز  معاوضه با هواری در دانش,6,195,195,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
196,1,0,155,خیابان فرخی,2,,3,3710550000,آهن,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهندس خانی-1401/9/19)  دو طبقه مجزا با ورودی جداگانه  فروش طبقه دوم جداگانه هم انجام میشود  معاوضه با همکف در محدوده منتظری شمالی و بلوار فجر  فروش نقدی با تخفیف,6,196,196,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
197,1,0,200,بلوار اسرافیلیان,,,,2500000000,کلنگی,شمالی,,,,,,هواری  بدون فیلم و عکس  بدون کاغذ قیمت,6,197,197,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
198,1,0,170,خیابان فرخی,2,,3,4800000000,بتونی,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(بهزادسلیمانی-1401/6/22)  فروش نقدی با تخفیف ویژه  معاوضه با باغ در شمال یا طرف اداره گاز  یک خواب سرپله  و در هر طبقه یک خواب  زیر زمین,6,198,198,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
200,1,0,414,خیابان رجایی جنوبی,,,3,3870000000,آهن,شمال شرقی,اجرنما,موزاییک,فلز,,1,با کاغذ قیمت(مهدی خانیان-1401/9/7)  با تسویه شهرداری  تانک و پمپ  زیرزمین بزرگ  معاوضه با منزل همکف در محدوده رجایی جنوبی و شهدا  فروش نقدی با تخفیف,6,200,200,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
202,4,0,600,صحرای جنت آباد(شرکت سابی)  خیابان کانال ذی کش(هشت بهشت),,,1,2989500000,,غربی,سنگ,موزاییک,MDF,,1,باکاغذقیمت(محمود نظرعلیان-1401//9/26)  برق فرعی  سرویس بهداشتی مستر   دوربین-دزدگیر-درب برقی-کناف-کولرگازی-انباری-پمپ  آب انبار زیر ساخت  15 دقیقه آب کانال  15 دقیقه آب چاه  آب کانال لوله کشی شده  50 اصله درخت  معاوضه با منزل همکف حوالی شمال شهر,6,202,202,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
205,1,0,117,خیابان معرفت,2,,2,2207000000,بتونی,شمالی,سنگ,موزاییک,فلز,,,با کاغذ قیمت(1401/6/29مهدی خانیان)  با تسویه شهرداری  تانک و پمپ  یک خواب پایین  یک خواب بالا  معاوضه با همکف,6,205,205,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
206,2,0,40,خیابان ریاضی,,,,2000000000,,شرقی,,,,,,بدون کاغذ قیمت  جامغازه,6,206,206,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
209,2,0,135,خیابان محمد رسول الله,,,,1400000000,,شمالی,,,,,,بدون کاغذ قیمت  جاخونه,6,209,209,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
210,2,0,117,چهارباغ,,,,1000000000,,جنوبی شمالی غربی,,,,,,بدون کاغذ قیمت  بدون ابعاد  جا خونه,6,210,210,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
212,2,0,143,بلوار حجتی,,,,643500000,,جنوبی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/6/27)  فقط فروش  ,6,212,212,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
215,2,0,415,خیابان خرم غربی,,,,5800000000,,شمالی جنوبی,,,,,,بدون کاغذ قیمت  زمین باغی ویلایی مسکونی,6,215,215,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
216,2,0,240,شهرک سعیدفر,,,,1270000000,,شمالی,,,,,,بدون کاغذ قیمت  جاخونه,6,216,216,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
217,2,0,143,خیابان شریعتی,,,,790000000,,جنوبی,,,,,,بدون کاغذ قیمت  جاخونه,6,217,217,buy,0,0,upload/property/thumbnail/GOPR2012.JPG,,,,,,,,1,1,
218,4,0,750,بلوار الغدیر,,,,4931850000,بتونی,شمالی,اجرنما,موزاییک,MDF,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/9/21)  فونداسیون ستون  فروش نقدی با تخفیف  معاوضه با 3 خواب همکف تا 6 میلیارد  کمد دیواری-زیرزمین-پرده-آیفون تصویری-کولر  دو خواب پایین  دو خواب بالا,6,218,218,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
219,6,0,150,خیابان خرم شرقی,,,,3585000000,بتونی,جنوبی,سنگ,سرامیک,MDF,1,,با کاغذ قیمت(مهدی خانیان-1401/8/11)  1/5 سهم باربیکیو  کولرگازی-شیرآلات-هود-اجاق گاز-حیاط خلوت-آیفون تصویری,6,219,219,buy,0,0,upload/property/thumbnail/GOPR2045.JPG,,,,,,,,1,1,
220,2,0,150,ویلاشهر-انتهای باهنر,,,,1425000000,,جنوب غربی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/8/28)  فقط فروشی  شماره ذکر شده مربوط به آقای امیرخانی (شریک)  با پروانه,6,220,220,buy,0,0,upload/property/thumbnail/GOPR2028.JPG,,,,,,,,1,1,
221,2,0,296,خیابان قدس شرقی,,,,5328000000,,شمال غربی,,,,,,با کاغذ قیمت(مهندس خانی-1401/7/10)  بدون عقب نشینی    ,6,221,221,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
222,2,0,40,خیابان 17 شهریور,,,,1000000000,,جنوبی,,,,,,بدون کاغذ قیمت  زمین تجاری  توغلاف  معاوضه با جاخونه,6,222,222,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
226,1,0,87,خیابان محمد رسول الله,2,,2,2250000000,بتونی,شمال شرقی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(روح الله پاینده-1400/10/6)  دوبلکس  دو خواب بالا  عدم خلاف-پکیج کناف  سرویس حیاط تراس بالا  فروش نقدی  قیمت پیشنهادی,6,226,226,buy,0,0,upload/property/thumbnail/GOPR2061.JPG,,,,,,,,1,1,
227,1,0,114,خیابان شهدا,,,1,1908380000,بتونی,جنوبی,سرامیک,موزاییک,فلز,1,1,با کاغذ قیمت(بهزاد سلیمانی-1401/8/22)  با تسویه شهرداری-پکیج-هود-کمد-لوستر-موکت  پمپ و تانک  دزدگیر و دوربین  کولرآبی  معاوضه با زمین مسکونی و قابل فروش  فروش نقدی با تخفیف در اولویت,6,227,227,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
228,2,0,148,بلوار طالقانی,,,,595200000,,شمالی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/9/15)  ,6,228,228,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
229,6,2,,خیابان منتظری شمالی,,,2,2632000000,بتونی,جنوبی,سنگ,سرامیک,MDF,1,,با کاغذ قیمت(ابراهیم پورنمازیان-1401/9/29)  فقط فیلم  کولر-انباری-پمپ-اتفاع حریق  یک چهارم برق 3 فاز جمع,6,229,229,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
231,1,0,202,خیابان شریعتی,2,,5,6162895000,بتونی,جنوبی,اجرنما,موزاییک,MDF,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/9/23)  فونداسیون ستون  فروش نقدی با تخفیف  معاوضه با همکف  سنگ مصنوعی-دو کولر آبی  آیفون تصویری-پمپ-پرده-کمد دیواری  3 خواب بالا با یک حمام مستر  دو خواب پایین,6,231,231,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
232,1,0,189,15 خرداد,2,,3,3296350000,بتونی,جنوبی,اجرنما,موزاییک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1401/7/7)  با تسویه شهرداری  تانک و پمپ  فروش نقدی با تخفیف  معاوضه با هواری یا زمین قابل ساخت تا دو میلیارد و سیصد  زیرزمین  یک خواب سرپله  و در هر طبقه یک خواب,6,232,232,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
233,6,3,,بلوار فجر,,2,2,928080000,بتونی,جنوبی,اجرنما,موزاییک,MDF,,,با کاغذ قیمت(مهدی پورنمازیان-1401/8/16)  فروش نقدی با تخفیف ویژه  معاوضه با همکف  کولر,6,233,233,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
234,2,0,330,خیابان منتظری شمالی,,,,2886000000,,شمالی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/9/23)  متراژ حتما کنترل شود  فروش نقدی با تخفیف ویژه  قابل معاوضه با زمین بزرگتر,6,234,234,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
235,1,0,348,خیابان فردوسی شمالی,,,2,4536000000,آهن,جنوبی,اجرنما,,,1,1,با کاغذ قیمت(مهدی خانیان-1401/8/1)  بدون فیلم و عکس  با تسویه شهرداری  با پرده و موکت  1/5 طبقه  نوساز و بدون پله,6,235,235,buy,0,0,upload/property/thumbnail/GOPR2090.JPG,,,,,,,,1,1,
236,1,0,214,خیابان نمازی,2,,4,6612710000,بتونی,شمالی جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی پورنمازیان-1401/6/30)  قیمت و مساحت مجموع منزل و یک باب مغازه جنب منزل  فروش نقدی با تخفیف  معاوضه با همکف یا 1/5 طبقه  فروش و معاوضه منزل و مغازه با هم است  تانک آب فلزی  فیلم و عکس فقط از طبقه اول است,6,236,236,buy,0,0,upload/property/thumbnail/GOPR2108.JPG,,,,,,,,1,1,
237,5,0,38,خیابان شریعتی,,,,1340000000,بتونی,جنوبی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/9/27)  ابعاد 75*3 به 13*10  شماره تماس از سجاد هاشمی  قیمت با احتساب زیر بنا بدون طبقه فوقانی,6,237,237,buy,0,0,upload/property/thumbnail/GOPR2147.JPG,,,,,,,,1,1,
239,1,0,111,اول امیرآباد-خیابان شهید مفتح,,,2,1554690000,بتونی,جنوبی,اجر زبره,موزاییک,فلز,1,1,با کاغذ قیمت(1401/9/21 ابراهیم پورنمازیان)  با تسویه شهرداری  بدون فونداسیون  معاوضه با منزل در امیرآباد زیر 2 میلیارد  کولر-پمپ-پرده  کوچه 6 متری,6,239,239,buy,0,0,upload/property/thumbnail/GOPR2125.JPG,,,,,,,,1,1,
240,2,0,189,خیابان معرفت,,,,1880000000,,شمالی,,,,,,بدون کاغذ قیمت  معاوضه با منزل همکف یا مغازه سوئیتی,6,240,240,buy,0,0,upload/property/thumbnail/GOPR2163.JPG,,,,,,,,1,1,
241,2,0,497,خیابان آبشار,,,,3578400000,,جنوب غربی,,,,,,با کاغذ قیمت(ابراهیم پورنمازیان-1401/2/31)  ,6,241,241,buy,0,0,upload/property/thumbnail/۲۰۲۲۱۱۳۰_۱۷۲۷۵۶.jpg,,,,,,,,1,1,
242,1,0,100,خیابان شریعتی,2,,2,2500000000,بتونی,شمالی,اجرنما,موزاییک,MDF,,1,با کاغذ قیمت(بهزاد سلیمانی-1401/9/29)  با تسویه شهرداری  هود-کمد دیواری-پرده  نرده و کولرگازی  معاوضه با منزل همکف در محدوده مجاهد و 15 خرداد,6,242,242,buy,0,0,upload/property/thumbnail/GOPR2173.JPG,,,,,,,,1,1,
244,5,0,23,خیابان رجایی شمالی,,,,602500000,آهن,شمالی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/7/20)  دو واحد تجاری  10 و 13 متر مربع  فقط فروش,6,244,244,buy,0,0,upload/property/thumbnail/GOPR2244.JPG,,,,,,,,1,1,
245,1,0,130,خیابان شریعتی,,,2,2300000000,بتونی,شمالی,اجرنما,موزاییک,,1,1,بدون عکس و فیلم و کاغذ قیمت  یک خواب همکف  یک خواب سر پله  معاوضه با زمین تا یک میلیارد و دویست  بن بست اختصاصی 6 متری,6,245,245,buy,0,0,upload/property/thumbnail/GOPR2226.JPG,,,,,,,,1,1,
247,1,0,150,خیابان محمد رسول الله,,,2,3300000000,,جنوبی,سنگ,سرامیک,MDF,,1,بدون عکس و فیلم و کاغذ قیمت,6,247,247,buy,0,0,upload/property/thumbnail/GOPR2254.JPG,,,,,,,,1,1,
248,5,0,6400,نرسیده به پلیس راه  خیابان 50 متری ,,,,40000000000,,دو نبش,,,,,,بدون کاغذ قیمت و عکس  برق صنعتی-پروانه بهره برداری-صادرات سنگ - تالار  قله بر 2 عدد - ساب 2 عدد  کله بر 2 عدد - دستگاه بتونه 4 کله یک عدد  فرز 7 متری یک عدد - چاه 50 متری  5 عدد مغازه حدود 200 متر  استخر - دوربین - پروانه کسب  تا تیر 1402 کرایه است,6,248,248,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
249,4,0,566,بلوار خرمشهر,,,1,2645000000,,شمالی,سنگ,موزاییک,MDF,,1,با کاغذ قیمت(مهدی خانیان - 1401/9/30)  آب چاه ده دقیقه - دوربین - دزدگیر- کولرگازی - آیفون تصویری- استخر - حمام مستر  کمد دیواری - اشجار - موتورخانه و ابیاری قطره ای  داربست و تاب  درب برقی  معاوضه با منزل مسکونی با قیمت بالاتر یا زمین,6,249,249,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
250,2,0,72,17 شهریور شرقی,,,,2160000000,,جنوبی,,,,,,بدون کاغذ قیمت  تفکیکی دو مغازه  ماده 5 پرداخت شده,6,250,250,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
254,1,0,,چهارباغ,,,2,,,جنوبی,,,,,,رهن کامل و تبدیل 150 به 1 میلیون  رفیق میثم  شیک و تمیز  ورودی مشترک  طبقه دوم  پارکینگ موتور,6,254,254,rent,0,200000000,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
256,4,0,1947,فلکه دانشگاه,,,,5675150000,,شمالی,اجرنما,,فلز,,1,با کاغذ قیمت(مشاور املاک دلگشا)  تانک آب - اشجار - 30 دقیقه آب چاه - برق فرعی,6,256,256,buy,0,0,upload/property/thumbnail/GOPR2268.JPG,,,,,,,,1,1,
257,4,0,1500,جاده شرکت سابیر,,,,3742000000,,شمالی جنوبی,کاهگلی,موزاییک,فلز,,1,با کاغذ قیمت(مهدی خانیان - 1401/8/1)  دو درب ورودی-76 دقیقه آب چاه - 76 دقیقه آب کانال  با لوله آب تا استخر  استخر-اشجار-ساخت  دو عدد باربیکیو - دارای داربست گلخانه - تانک و پمپ,6,257,257,buy,0,0,upload/property/thumbnail/photo_2022-12-03_18-08-58.jpg,,,,,,,,1,1,
258,1,0,186,بلوار اسرافیلیان,,,3,2141000000,,جنوبی شرقی,اجرنما,موزاییک,,1,1,با کاغذ قیمت(مهدی خانیان-1401/5/10)  با تسویه شهرداری  بدون عکس و فیلم  کولر  هواری,6,258,258,buy,0,0,upload/property/thumbnail/No_Picture.jpg,,,,,,,,1,1,
259,1,0,256,خیابان معرفت,2,,4,4800000000,بتونی,شمالی,اجرنما,موزاییک,فلز,,,بدون کاغذ قیمت  معاوضه با همکف  گچبری و نقاشی  دو خواب بالا  دو خواب پایین  ,6,259,259,buy,0,0,upload/property/thumbnail/GOPR2293.JPG,,,,,,,,1,1,
260,1,0,194,خیابان شریعتی,,,2,3580000000,اسکلت,جنوبی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1401/10/3)  با تسویه حساب شهرداری,6,260,260,buy,0,0,upload/property/thumbnail/GOPR2281.JPG,,,,,,,,1,1,
